FAMILIA;SUBFAMILIA;PRODUCTO;MEDIDAS
Tornillos;TORNILLO CABEZA/HEXAGONAL.;TORNILLO CABEZA/HEXAGONAL. ESTRUCTURAL A-490;1/2-13 x 1|1/2-13 x 1-1/4|1/2-13 x 1-1/2|1/2-13 x 1-3/4|1/2-13 x 2|1/2-13 x 2-1/4|1/2-13 x 2-1/2|5/8-11 X 1-1/2|5/8-11 X 1-3/4|5/8-11 X 2|5/8-11 X 2-1/4|5/8-11 X 2-1/2|5/8-11 X 2-3/4|5/8-11 X 3|3/4-10 X 1-3/4|3/4-10 X 2|3/4-10 X 2-1/4|3/4-10 X 2-1/2|3/4-10 X 2-3/4|3/4-10 X 3|3/4-10 X 3-1/4|3/4-10 X 3-1/2|7/8-9 X 2|7/8-9 X 2-1/4|7/8-9 X 2-1/2|7/8-9 X 2-3/4|7/8-9 X 3|7/8-9 X 3-1/4|7/8-9 X 3-1/2|7/8-9 X 3-3/4|7/8-9 X 4|1-8 X 2|1-8 X 2-1/4|1-8 X 2-1/2|1-8 X 2-3/4|1-8 X 3|1-8 X 3-1/4|1-8 X 3-1/2|1-8 X 3-3/4|1-8 X 4|1-8 X 4-1/4|1-8 X 4-1/2|1-8 X 5|1-8 X 5-1/2|1-8 X 6|1-1/8-8 X 2-1/2|1-1/8-8 X 2-3/4|1-1/8-8 X 3|1-1/8-8 X 3-1/4|1-1/8-8 X 3-1/2|1-1/8-8 X 3-3/4|1-1/8-8 X 4|1-1/8-8 X 4-1/4|1-1/8-8 X 4-1/2|1-1/8-8 X 4-3/4|1-1/8-8 X 5|1-1/8-8 X 5-1/2|1-1/8-8 X 6|1-1/4-8 X 3|1-1/4-8 X 3-1/4|1-1/4-8 X 3-1/2|1-1/4-8 X 3-3/4|1-1/4-8 X 4|1-1/4-8 X 4-1/4|1-1/4-8 X 4-1/2|1-1/4-8 X 4-3/4|1-1/4-8 X 5|1-1/4-8 X 5-1/4|1-1/4-8 X 5-1/2|1-1/4-8 X 6|1-1/2-8 X 3-1/2|1-1/2-8 X 3-3/4|1-1/2-8 X 4|1-1/2-8 X 4-1/4|1-1/2-8 X 4-1/2|1-1/2-8 X 4-3/4|1-1/2-8 X 5|1-1/2-8 X 5-1/4|1-1/2-8 X 5-1/2|1-1/2-8 X 5-3/4|1-1/2-8 X 6|1-1/2-8 X 6-1/4|1-1/2-8 X 6-1/2|1-1/2-8 X 6-3/4
Otros;9/16;9/16;18 TRAS C30 Minibus D.R.|18 TRAS Minibus eje USA|18 TRAS D-300 3.5 TONS|18 TRAS RAM 350 Y 450 2000-2001|18 DEL F-350 Freno Disco|18 TRAS Minibus
Otros;Sensor maf;Sensor maf Toyota Sienna, Camry, Tacoma, Mazda CX-7, Mazda 5, 01-14;N/A
Pijas;PIJA P/MADERA;PIJA P/MADERA CAB HEX 14 X 1-1/2;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON 1/2-13 X 4.1/4;N/A
Tornillos;TORNILLO ALL;TORNILLO ALL CIL CAB/BAJA M8-1.25 X 20;N/A
Otros;"CAPUCHON LARGO;"CAPUCHON LARGO ""R"" DERECHO";N/A
Tornillos;TORNILLO AUTORNILLOOSCANTE;TORNILLO AUTORNILLOOSCANTE PUNTA F 1/4-20 X 2.1/2;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA 2;4.5
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR5 5/8-11 X 3;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO M8 X 50;N/A
Otros;VALVULA IAC;VALVULA IAC NISSAN PLATINA, RENAULT CLIO, MEGANE (01-10);N/A
Tuercas;"TUERCA CAPUCHON;"TUERCA CAPUCHON NEGRA ""R"" DERECHA";N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NC 1.1/8-7;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 1/2-13 X 2.1/2;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NF NEGRA EMP 3/4-16;N/A
Tornillos;TORNILLO SOCKET;TORNILLO SOCKET CABEZA/CILINDRO INX 304;4-40 x 1/4|4-40 x 3/8|4-40 x 1/2|4-40 x 5/8|4-40 x 3/4|5-40 x 1/4|5-40 x 3/8|5-40 x 1/2|5-40 x 3/4|5-40 x 1|8-32 x 3/8|8-32 x 1/2|8-32 X 5/8|8-32 x 3/4|8-32 x 1|10-24 x 3/8|10-24 x 1/2|10-24 x 5/8|10-24 x 3/4|10-24 x 1|10-24 x 1-1/4|10-24 x 1-1/2|10-24 x 2|1/4-20 x 1/2|1/4-20 x 5/8|1/4-20 x 3/4|1/4-20 x 1|1/4-20 x 1-1/4|1/4-20 x 1-1/2|1/4-20 x 1-3/4|1/4-20 x 2|1/4-20 x 2-1/2|1/4-20 x 3|1/4-20 X 3-1/2|1/4-20 X 4|5/16-18 x 1/2|5/16-18 x 5/8|5/16-18 x 3/4|5/16-18 x 1|5/16-18 x 1-1/4|5/16-18 x 1-1/2|5/16-18 x 1-3/4|5/16-18 x 2|5/16-18 x 2-1/2|5/16-18 x 3|5/16-18 X 3-1/2|5/16-18 x 4|3/8-16 x 1/2|3/8-16 x 5/8|3/8-16 x 3/4|3/8-16 x 1|3/8-16 x 1-1/4|3/8-16 x 1-1/2|3/8-16 x 1-5/8 NUEVO|3/8-16 x 1-3/4|3/8-16 x 2|3/8-16 x 2-1/2|3/8-16 x 3|3/8-16 x 3-1/2|3/8-16 x 4|3/8-16 X 5|3/8-16 X 6|1/2-13 x 3/4|1/2-13 x 1|1/2-13 x 1-1/4|1/2-13 x 1-1/2|1/2-13 x 1-3/4|1/2-13 x 2|1/2-13 x 2-1/2|1/2-13 x 3
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA EMP 1.3/8;N/A
Otros;CUERPO DE;CUERPO DE ACELERACIÓN CHEVROLET EQUINOXIDABLE, MALIBU 06-11;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/8-16 X 6;N/A
Varillas;VARILLA B7-LARGO;VARILLA B7-LARGO 1 MT 1.3/8-8;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 2.1/2-4;N/A
Pijas;PIJA P/CONCRETO;PIJA P/CONCRETO CAB. PLANA PHILLIPS  1/4 x 1-3/4;N/A
Pijas;PIJA P/MADERA;PIJA P/MADERA CAB HEX 14 X 2-1/2;N/A
Otros;M12x1.5x 43mm;M12x1.5x 43mm Accord, Honda, Rueda Del/Trasera;N/A
Otros;Lente de;Lente de Seguridad Handy;N/A
Otros;PERNO RANURADO;PERNO RANURADO 1/8 x 1.1/8;N/A
Otros;"Pinza para;"Pinza para Electricista 8"" Handycraft";N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 1/2-13 X 2;N/A
Otros;Bobina ignicion;Bobina ignicion Fiat Palio, Adventure (UF699);N/A
Otros;Sensor arbol;Sensor arbol levas Chrysler Voyager, Concorde, Caravan 94-98 6Cil;N/A
Otros;M14 x;M14 x 2 x 56 mm, F.Lobo Harley Davidson 00-04.;N/A
Birlos;BIRLO SERVICIO;BIRLO SERVICIO PESADO DER 3/4-16 X 2.875 GR8;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1-1/8 X 3-1/2;N/A
Tornillos;TORNILLO CENTRO;TORNILLO CENTRO DE MUELLE GR-8 1/2 X 6;N/A
Otros;Bobina encendido;Bobina encendido Renault Laguna, Peugeot 406, 407, 607 (UF803);N/A
Varillas;VARILLA G-5;VARILLA G-5 ROSCA PAVONADA 5/8-11 X 1MT;N/A
Tuercas;TUERCA MM;TUERCA MM INS NYLON NC M3-0.50;N/A
Tuercas;"TUERCA ACME;"TUERCA ACME MAQUINADA 1""- 4";N/A
Pijas;PIJA K-LATH;PIJA K-LATH BROCA EMP 8 X 2-1/2 GALAXY;N/A
Otros;Bobina ignicion;Bobina ignicion Dodge Caliber, Avenger, Journey, Compass, Patriot (UF5;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 3/8 X 1.1/2;N/A
Otros;PERNO RANURADO;PERNO RANURADO 5/32 x 1;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA PLUS 12 X 3/4;N/A
Tuercas;TUERCA INSERTO;TUERCA INSERTO NYLON INOXIDABLE 304;5 - 40|8 - 32|10 - 24|1/4 - 20|5/16 - 18|3/8 - 16|7/16 - 14|1/2 - 13|5/8 - 11|3/4 - 10|7/8 - 9|1 - 8|1-1/8-7|1-1/4-7|1-1/2-6|10 - 32 NF|1/4 - 28 NF|5/16 - 24 NF|3/8 - 24 NF|7/16 - 20 NF|1/2 - 20 NF
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 6 X 2;N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 3/8-16 X 1.0;N/A
Tuercas;TUERCA HEX;TUERCA HEX;DH -GIC - 1/2-13|DH -GIC - 5/8-11|DH -GIC - 3/4-10|DH -GIC - 1-8
Otros;Sensor map;Sensor map Chevrolet Silverado, Blazer, Escalade, 96-08;N/A
Otros;CUERPO DE;CUERPO DE ACELERACIÓN NISSAN SENTRA, ALMERA 1.8LTS 03-06;N/A
Otros;SENSOR OXIGENO;SENSOR OXIGENO HONDA ACCORD, CIVIC, ODDYSEY, PILOT (98-08);N/A
Tuercas;TUERCA ESTRELLA;TUERCA ESTRELLA G2 M5-0.80;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA 8 X 3;N/A
Otros;m 12;m 12 x 1.25 mm TRAS Cam.Urban,Tsuru II,Murano;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 CROMO 5/16-18 X 1.1/2;N/A
Otros;M12x1.5x42mm, Contour,;M12x1.5x42mm, Contour, Mistique, Ford 96-98.;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/8-16 X 3;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA PLUS 14 X 3/4;N/A
Tuercas;TUERCA MM;TUERCA MM HEX DIN NC M16-2.00;N/A
Otros;Sensor maf;Sensor maf BMW 550i, 650i, 750i, X5, X6, 06-15;N/A
Otros;m 12;m 12 x 1.5 mm TRAS Shadow,Spirit,Neon;N/A
Varillas;VARILLA ACME-LARGO;VARILLA ACME-LARGO 1 MT 7/8-6;N/A
Tuercas;TUERCA COPLE;TUERCA COPLE 3/8-16 X 1/2 X 1.1/8;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 1/2 X 2.3/4;N/A
Tuercas;TUERCA FLANGE;TUERCA FLANGE NF 5/16-24;N/A
Otros;65 CASQUILLO;65 CASQUILLO 9-1.25 X 12-1.50;N/A
Otros;MANERAL METALICO;MANERAL METALICO P/INSERTO 10-24;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 8 X 1;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 5/16-18 X 4;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 1/4 X 2.1/4;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 3/4-10 X 7;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 1/4-20 X 3.1/2;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1/2-13 X 1.1/2;N/A
Herramientas;MACHUELO P/INSERTO;MACHUELO P/INSERTO M2 HSS 5/16-24;N/A
Otros;CHAVETA INOXIDABLE-304;CHAVETA INOXIDABLE-304 1/8 X 3/4;N/A
Tuercas;TUERCA BELLOTA;TUERCA BELLOTA NIQUELADA NF 10-32;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 3/4 X 3.3/4;N/A
Pijas;PIJA P/MADERA;PIJA P/MADERA CAB HEX 5/16 X 5-1/2;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 3/4 X 3.1/2;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 12 X 1;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA CUADRO CHICO 8 X 1.1/4;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 14 X 2;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL AGUDA 14 X 3/4;N/A
Otros;TAQUETE ARPON;TAQUETE ARPON INOXIDABLE-304 3/8 X 3.3/4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NF NEGRA 5/8-18;N/A
Otros;Sensor maf;Sensor maf Nissan Tsuru, Sentra, Altima, Maxima, Pickup, 98-11;N/A
Tornillos;TORNILLO CABEZA/HEXAGONAL;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 3/4-10 X 2.1/2;N/A
Varillas;VARILLA ACME-LARGO;VARILLA ACME-LARGO 1 MT 2-1/4-4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 1.1/2-6;N/A
Otros;PERNO RANURADO;PERNO RANURADO 5/32 x 3/4;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/4-10 X 7;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL AGUDA 14 X 1;N/A
Otros;NUDO 1/8;NUDO 1/8;N/A
Otros;CHAVETA NEGRA;CHAVETA NEGRA 5/32 X 1;N/A
Otros;BOMBA GAS;BOMBA GAS CHEVROLET SUBURBAN SILVERADO YUKON 6, 8CIL 9806;N/A
Otros;CUERPO DE;CUERPO DE ACELERACIÓN AUDI TT, VOLKSWAGEN BEETLE, JETTA 2.0L 99-06;N/A
Birlos;BIRLO DE;BIRLO DE ARTILLERIA G2 3/4-10 X 3;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB GOTA COMBI 5/32-32 X 1.1/2;N/A
Otros;"Pinza para;"Pinza para Mecánico 6"" Handycraft";N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA UNF 1-14;N/A
Varillas;VARILLA ROSCA;VARILLA ROSCA GR-2 LIG 3 METRO NC 5/8-11;N/A
Otros;PERNO RANURADO;PERNO RANURADO 1/4 x 1.3/4;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-8 NC NEGRA 5/8-11;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 3/8-16 X 1.1/4;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 1/4 X 1;N/A
Otros;"LLAVE MIXTA;"LLAVE MIXTA HANDY M27;1-1/16"" - E-34"
Otros;ROND MM;ROND MM PRESION NEGRA M5;N/A
Otros;CUERPO DE;CUERPO DE ACELERACIÓN JEEP LIBERTY, COMMANDER 3.7LTS 05-10;N/A
Otros;"Flexometro Tradicional;"Flexometro Tradicional 3M x 1/2"" Handycraft";N/A
Tuercas;"TUERCA MADERA;"TUERCA MADERA ""E"" NC 1/4-20 X 20";N/A
Otros;ROND PRESION;ROND PRESION 1-1/4;N/A
Otros;"1/2-20x 1.470"";"1/2-20x 1.470"" Mitsubishi, WS-364";N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA EMP 1.1/4-7;N/A
Tuercas;TUERCA REMACHABLE;TUERCA REMACHABLE T. EUROPEO TROP. 1/4-20;N/A
Otros;Conica Ford;Conica Ford delantera 3/4-16 R x 1-1/2;N/A
Otros;REMACHE POP;REMACHE POP INOXIDABLE SS84 1/4 X 1/4;N/A
Otros;M 12;M 12 x 1.5 Trooper 81/97 Acura 96/97;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1/2-13 X 3;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA 10 X 1;N/A
Rondanas;"RONDANA DE;"RONDANA DE PRESION INOXIDABLE 316;1"""
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 7/8 X 5.1/2;N/A
Herramientas;"BROCA PARA;"BROCA PARA CENTROS 3/64"" X 1/8""";N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 3/4 X 10;N/A
Otros;ROND PRESION;ROND PRESION NEGRA 3/16;N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 6 X 1.1/2;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 EMP 1/2-13 X 3.1/2;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1-14 X 10;N/A
Otros;M12X1.25X50mm tsuru,;M12X1.25X50mm tsuru, sentra, lucino altima 92/14;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA 14 X 1.1/2 GALAXY;N/A
Tornillos;TORNILLO CABEZA/HEXAGONAL;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 1/4-20 X 1/2;N/A
Tornillos;TORNILLO SOCKET;TORNILLO SOCKET CABEZA/PLANA MM INOXIDABLE 304;M3 x 6|M3 x 8|M3 x 10|M3 x 12|M3 x 16|M3 x 20|M3 x 25|M3 x 30|M3 x 35|M3 x 40|M4 x 8|M4 x 10|M4 x 12|M4 x 16|M4 x 20|M4 x 25|M4 x 30|M4 x 40|M4 x 50|M5 x 8|M5 x 10|M5 x 12|M5 x 16|M5 x 20|M5 x 25|M5 x 30|M5 x 35|M5 x 40|M5 x 50|M6 x 10|M6 x 12|M6 x 16|M6 x 20|M6 x 25|M6 x 30|M6 x 35|M6 x 40|M6 x 45|M6 x 50|M6 x 60|M8 x 10|M8 x 16|M8 x 20|M8 x 25|M8 x 30|M8 x 35|M8 x 40|M8 x 45|M8 x 50|M10 x 16|M10 x 20|M10 x 25|M10 x 30|M10 x 35|M10 x 40|M10 x 45|M10 x 50|M12 x 20|M12 x 25|M12 x 30|M12 x 35|M12 x 40|M12 x 45|M12 x 50|M12 x 60|M12 x 70|M16 x 30 NUEVO|M16 x 35 NUEVO|M16 x 40 NUEVO|M16 x 45 NUEVO|M16 x 50 NUEVO
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 10 X 1.1/4;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 5/8 X 9;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA EMP 14 X 6 GALAXY;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 7/16-14;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/8-16 X 1;N/A
Rondanas;"RONDANA ESTRELLA;"RONDANA ESTRELLA INTERIOR 1""";N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 6 X 1.1/4;N/A
Otros;31 CASQUILLO;31 CASQUILLO 18-1.50 X 7/8 NF;N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NC 1/2-13;N/A
Otros;BOMBA GAS;BOMBA GAS MODULO AUDI VOLKSWAGEN GOLF BEETLE 4CIL 0615;N/A
Otros;NUDO INOXIDABLE-304;NUDO INOXIDABLE-304 MALEABLE;1/8|3/16|1/4|5/16|3/8|1/2
Otros;"LLAVE MIXTA;"LLAVE MIXTA HANDY M32;1-1/4"" - E-40"
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 5/16-18 X 2.1/2;N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NF 10-32;N/A
Tuercas;"TUERCA CAPUCHON;"TUERCA CAPUCHON NEGRA ""L"" IZQUIERDA";N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 1/4-20 X 2.0;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA KG 1/4;N/A
Tornillos;TORNILLO CABEZA/HEXAGONAL;TORNILLO CABEZA/HEXAGONAL FLANGE GR-8 3/8-16 X 1.1/4;N/A
Otros;"Flexometro Tradicional;"Flexometro Tradicional 8M x 1"" Handycraft";N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NF NEGRA EMP 5/8-18;N/A
Otros;M14 x;M14 x 1.5x 69.85mm Triton F-350, 450, 550 y 650, R.Del,;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 3/8-16 X 2;N/A
Pijas;PIJA LAMINA;PIJA LAMINA COMB 12 X 3;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 CROMO 7/16-14 X 1.1/2;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 3/4-10 X 3;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO M6 X 35;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 3/8 X 1.1/2;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL AGUDA 14 X 1-1/2;N/A
Pijas;PIJA K-LATH;PIJA K-LATH P/BROCA 8 X 1.1/2 GALAXY;N/A
Otros;"DISCO LAMINADO;"DISCO LAMINADO TIPO 29 OXIDO DE ALUMINIO 4-1/2"" GRANO 60";N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 7/16-14 X 5.1/2;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA EMP 10 X 1;N/A
Otros;ROND PRESION;ROND PRESION EMP 5/16;N/A
Otros;SENSOR OXIGENO;SENSOR OXIGENO FORD F150, F250, F350, ESXPLORER, ESCAPE (93-09);N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 3/4-10 X 1.3/4;N/A
Pijas;PIJA MADERA;PIJA MADERA PH PLANA NGRA 8 X 1;N/A
Otros;"M22 X;"M22 X 1.5 X 4.330"" Eje Rockwell";N/A
Herramientas;MACHUELO P/INSERTO;MACHUELO P/INSERTO M2 HSS 7/16-14;N/A
Herramientas;MACHUELO P/INSERTO;MACHUELO P/INSERTO M2 HSS M5-.08;N/A
Tornillos;TORNILLO CAB;TORNILLO CAB HEX GRADO 5-FINO 1 X 4.1/2;N/A
Otros;Pinza de;Pinza de Punta y Corte 6 Handycraft;N/A
Otros;Sensor map;Sensor map Dodge Ram, Dakota, Viper, Jeep Cherokee, 97-03;N/A
Tuercas;TUERCA INS;TUERCA INS NYLON NF 7/8-14;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 1/4 X 1.1/2;N/A
Pijas;PIJA MADERA;PIJA MADERA PH PLANA NGRA 8 X 2.1/2;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 5/16-18 X 1/2;N/A
Otros;M12 x;M12 x 1.5 x 44.45, Automovil Ford, Topaz, Taurus 84-94, R.Trasera;N/A
Rondanas;RONDANA PLANA;RONDANA PLANA KG EMP 3/8;N/A
Otros;CHILILLO PHILLIPSLIPS;CHILILLO PHILLIPSLIPS 14 X 50;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NF NEGRA EMP 7/8-14;N/A
Tuercas;TUERCA ACME;TUERCA ACME MAQUINADA 7/8-6;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-8 NC NEGRA 3/4-10;N/A
Tornillos;TORNILLO COCHE;TORNILLO COCHE GR-2 EMP 1/2-13 X 1.1/2;N/A
Otros;TAQUETE DE;TAQUETE DE PLASTICO 1/4;N/A
Pijas;PIJA K-LATH;PIJA K-LATH BROCA EMP 8 X 1/2 GALAXY;N/A
Tuercas;TUERCA FLANGE;TUERCA FLANGE NC 10-24;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA 8 X 1;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO M12 X 50;N/A
Otros;Bobina ignicion;Bobina ignicion Toyota Prius, Corolla, Matrix, Lexus, Scion (UF619);N/A
Otros;"LLAVE MIXTA;"LLAVE MIXTA HANDY M9;11/32"" - E-11"
Tornillos;TORNILLO ALL;TORNILLO ALL CIL CAB/BAJA M8-1.25 X 50;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA EMP 3/8-16 X 2.1/2;N/A
Otros;M12 x;M12 x 1.25x 38mm Tracker, Rueda Del/Tras, GM;N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 M12-1.75 X 2.0;N/A
Otros;NOMBRE;NOMBRE;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA EMP 1.1/4-7;N/A
Pijas;PIJA PARA;PIJA PARA LAMINA CAB PLANA EMP 8 X 3;N/A
Otros;REMACHE POP;REMACHE POP INOXIDABLE SS44 1/8 X 1/4;N/A
Varillas;VARILLA B7-LARGO;VARILLA B7-LARGO 1 MT 2.1/4-8;N/A
Otros;REMACHE POP;REMACHE POP INOXIDABLE SS43 1/8 X 3/16;N/A
Otros;CUERPO DE;CUERPO DE ACELERACIÓN NISSAN XTRAIL, SENTRA 2.5LTS 02-06;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA GALAXY 10 X 1-1/4;N/A
Otros;sensor cigüeñal;sensor cigüeñal Dodge Journey, Nitro, Challenger 06-11 6 y 8Cil;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 3/8-16 X 2;N/A
Otros;SENSOR VELOCIDAD;SENSOR VELOCIDAD HONDA CIVIC (SC151);N/A
Otros;CHAVETA NEGRA;CHAVETA NEGRA 3/32 X 3/4;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA VAS 5/16-18 X 4;N/A
Pijas;PIJA MADERA;PIJA MADERA COMB PLANA NGRA EMP 12 X 1-1/2;N/A
Otros;Bobina ignicion;Bobina ignicion VW Golf, Jetta, Beetle, Passat Audi 1.8Lts turbo(UF411;N/A
Tornillos;TORNILLO CONECTORNILLO;TORNILLO CONECTORNILLO BRONCE 1/4 x 20;N/A
Otros;91CASQUILLO 3/8-16;91CASQUILLO 3/8-16 NC x 5/8-11 NC;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-2 NEGRA 3/4-10;N/A
Otros;SEGURO ARGOLLA;SEGURO ARGOLLA DE 3/8;N/A
Varillas;VARILLA ROSCA;VARILLA ROSCA GR-2 1 METRO NC 1.1/4-7;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 1/2 X 1.1/4;N/A
Tornillos;TORNILLO CONECTORNILLO;TORNILLO CONECTORNILLO BRONCE 1/4 x 60;N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 7/8-9 X 2.1/2;N/A
Otros;INSERTO DE;INSERTO DE ACERO INOXIDABLE-304 1/4-20 X 1.0;N/A
Otros;59 CASQUILLO;59 CASQUILLO 7/16 NC X 14-2.00;N/A
Tuercas;TUERCA COPLE;TUERCA COPLE 1/2-13 X 5/8 X 1.1/4;N/A
Otros;"3/4-16 x;"3/4-16 x 3.437"" Kenworth Maza Rin Alum R. Trasera";N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL AGUDA 14 X 3;N/A
Tornillos;TORNILLO ALL;TORNILLO ALL CIL CAB/BAJA M6-1.00 X 10;N/A
Tuercas;TUERCA HEX;TUERCA HEX GR-5 NC NEGRA EMP 1-8;N/A
Otros;PERNO ROSCAADO;PERNO ROSCAADO 5/16 X 1.1/4;N/A
Otros;M12 x;M12 x 1.5 x 36, Honda y Acura 80-97;N/A
Pijas;PIJA HEXAGONAL;PIJA HEXAGONAL BROCA PLUS 12 X 1.1/2;N/A
Otros;Vernier Caliper;Vernier Caliper 150mm 0.02mm;Galaxy manual
Otros;Sensor cigüeñal;Sensor cigüeñal Ford Ranger, Mazda B2300, 89-96 4Cil;N/A
Birlos;"1 1/8x16x3.800"";"1 1/8x16x3.800"" Birlo Extra Pesado Delantero";N/A
Tornillos;TORNILLO HEX;TORNILLO HEX MAQUINA 1 X 2.1/2;N/A
Tornillos;TORNILLO FLANGE;TORNILLO FLANGE 12 PUNTAS GR-8 1/2-13 X 3.1/2;N/A
